Freq [GHz],0MG,50MG,100MG,150MG,200MG,250MG,300MG,350MG,400MG,450MG,500MG,550MG,600MG,650MG,700MG,750MG,800MG,850MG,900MG,950MG,1000MG
2.196,-15.83234593,-15.17529615,-14.55216875,-14.35021057,-14.28309728,-14.23536348,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209,-14.20474209
2.202,-15.91744768,-15.2601457,-14.64191162,-14.44172161,-14.37530093,-14.32818231,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496,-14.2978496
2.208,-16.00382991,-15.34615498,-14.73262563,-14.53411124,-14.46835451,-14.42182574,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803,-14.39176803
2.214,-16.09150368,-15.43333521,-14.82432438,-14.62739383,-14.56227503,-14.51631066,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473,-14.48651473
2.22,-16.18048166,-15.52169975,-14.91702363,-14.7215862,-14.65708182,-14.61165633,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094,-14.5821094
2.226,-16.27077793,-15.61126395,-15.0107412,-14.81670744,-14.75279631,-14.70788418,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392,-14.67857392
2.232,-16.36240795,-15.70204493,-15.10549678,-14.91277875,-14.84944192,-14.80501763,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212,-14.77593212
2.238,-16.45538836,-15.79406145,-15.20131175,-15.00982326,-14.94704381,-14.90308198,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971,-14.87420971
2.244,-16.54973693,-15.88733379,-15.29820916,-15.1078659,-15.04562881,-15.00210421,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408,-14.97343408
2.25,-16.64547242,-15.98188361,-15.39621352,-15.20693329,-15.14522529,-15.10211293,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421,-15.07363421
2.256,-16.74261451,-16.07773381,-15.49535083,-15.30705366,-15.24586309,-15.20313825,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058,-15.17484058
2.262,-16.84118365,-16.1749085,-15.5956484,-15.40825673,-15.34757338,-15.30521175,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513,-15.27708513
2.268,-16.94120104,-16.27343283,-15.69713488,-15.51057367,-15.45038867,-15.40836634,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114,-15.38040114
2.274,-17.04268848,-16.37333295,-15.79984015,-15.61403702,-15.5543427,-15.51263629,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319,-15.48482319
2.28,-17.14566828,-16.47463593,-15.9037953,-15.71868067,-15.65947043,-15.61805713,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716,-15.59038716
2.286,-17.25016322,-16.57736969,-16.00903263,-15.82453977,-15.76580801,-15.72466565,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016,-15.69713016
2.292,-17.35619639,-16.68156288,-16.11558554,-15.93165075,-15.87339272,-15.83249984,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051,-15.80509051
2.298,-17.46379114,-16.78724491,-16.22348859,-16.04005125,-15.98226299,-15.94159892,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773,-15.91430773
2.304,-17.57297094,-16.8944458,-16.33277745,-16.14978013,-16.09245835,-16.05200328,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255,-16.02482255
2.31,-17.68375931,-17.00319613,-16.44348886,-16.26087742,-16.20401949,-16.1637545,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686,-16.13667686
2.316,-17.7961797,-17.11352703,-16.55566064,-16.37338434,-16.31698815,-16.27689535,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372,-16.24991372
2.322,-17.91025535,-17.22547005,-16.66933169,-16.48734326,-16.43140722,-16.39146974,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739,-16.36457739
2.328,-18.02600919,-17.3390571,-16.78454195,-16.6027977,-16.54732068,-16.50752279,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331,-16.48071331
2.334,-18.14346364,-17.45432042,-16.90133239,-16.71979233,-16.66477362,-16.62510079,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681,-16.5983681
2.34,-18.26264054,-17.57129241,-17.01974502,-16.83837294,-16.78381226,-16.74425122,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959,-16.71758959
2.346,-18.38356092,-17.69000563,-17.13982283,-16.95858643,-16.90448392,-16.86502272,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677,-16.83842677
2.352,-18.50624482,-17.81049263,-17.2616098,-17.08048084,-17.02683703,-16.98746514,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988,-16.96092988
2.358,-18.63071108,-17.93278587,-17.38515086,-17.20410528,-17.15092115,-17.11162951,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034,-17.08515034
2.364,-18.75697713,-18.05691758,-17.51049184,-17.32950992,-17.27678691,-17.23756804,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077,-17.21114077
2.37,-18.8850587,-18.18291959,-17.63767944,-17.45674598,-17.40448606,-17.36533411,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499,-17.33895499
2.376,-19.01496956,-18.31082319,-17.76676117,-17.58586569,-17.53407142,-17.49498225,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803,-17.46864803
2.382,-19.14672114,-18.44065896,-17.89778529,-17.71692223,-17.66559683,-17.62656814,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606,-17.60027606
2.388,-19.28032224,-18.57245647,-18.03080069,-17.84996969,-17.79911716,-17.76014854,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639,-17.73389639
2.394,-19.41577859,-18.70624412,-18.16585683,-17.98506298,-17.93468823,-17.89578127,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746,-17.86956746
2.4,-19.55309235,-18.84204879,-18.30300358,-18.12225778,-18.07236672,-18.03352515,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871,-18.00734871
2.406,-19.6922617,-18.97989555,-18.44229109,-18.26161038,-18.21221014,-18.1734399,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061,-18.14730061
2.412,-19.83328016,-19.11980729,-18.58376961,-18.40317756,-18.35427667,-18.31558607,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446,-18.28948446
2.418,-19.97613603,-19.26180424,-18.72748924,-18.54701648,-18.49862505,-18.4600249,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237,-18.43396237
2.424,-20.12081165,-19.40590356,-18.87349972,-18.69318441,-18.64531441,-18.60681816,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706,-18.58079706
2.43,-20.26728259,-19.55211872,-19.0218501,-18.84173853,-18.79440409,-18.756028,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517,-18.7300517
2.436,-20.41551678,-19.70045891,-19.17258837,-18.99273568,-18.94595334,-18.90771667,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971,-18.88178971
2.442,-20.56547352,-19.85092831,-19.32576108,-19.14623197,-19.10002108,-19.06194627,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445,-19.03607445
2.448,-20.71710236,-20.00352525,-19.48141277,-19.30228241,-19.2566655,-19.21877841,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895,-19.19296895
2.454,-20.87034192,-20.15824132,-19.63958548,-19.46094045,-19.41594368,-19.37827382,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355,-19.3525355
2.46,-21.02511853,-20.31506027,-19.80031797,-19.6222574,-19.57791104,-19.54049184,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352,-19.5148352
2.466,-21.18134472,-20.47395686,-19.963645,-19.78628177,-19.74262077,-19.70548987,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274,-19.6799274
2.472,-21.33891764,-20.63489548,-20.12959635,-19.95305854,-19.9101231,-19.8733227,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903,-19.84786903
2.478,-21.49771725,-20.79782868,-20.29819575,-20.12262818,-20.08046444,-20.04404164,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384,-20.01871384
2.484,-21.65760441,-20.96269538,-20.46945963,-20.29502563,-20.25368642,-20.21769365,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147,-20.19251147
2.49,-21.81841879,-21.12941902,-20.64339563,-20.47027904,-20.42982469,-20.39432013,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632,-20.36930632
2.496,-21.97997658,-21.29790541,-20.82000093,-20.64840829,-20.60890753,-20.57395562,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631,-20.54913631
2.502,-22.1420682,-21.46804031,-20.99926025,-20.82942329,-20.79095426,-20.75662624,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128,-20.73203128
2.508,-22.3044557,-21.63968682,-21.18114365,-21.013322,-20.97597332,-20.94234782,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126,-20.91801126
2.514,-22.46687019,-21.81268245,-21.36560383,-21.20008808,-21.16396003,-21.13112375,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431,-21.10708431
2.52,-22.62900918,-21.98683593,-21.55257324,-21.38968824,-21.35489404,-21.32294246,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403,-21.29924403
2.526,-22.79053385,-22.16192372,-21.74196055,-21.58206907,-21.54873632,-21.51777442,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673,-21.49446673
2.532,-22.95106646,-22.33768631,-21.93364684,-21.77715353,-21.7454256,-21.71556878,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798,-21.69270798
2.538,-23.11018785,-22.5138242,-22.12748109,-21.97483673,-21.94487438,-21.9162493,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868,-21.89389868
2.544,-23.26743522,-22.6899937,-22.32327525,-22.17498126,-22.14696427,-22.11970976,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056,-22.09794056
2.55,-23.4223003,-22.86580268,-22.52079856,-22.37741175,-22.35154056,-22.32580865,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084,-22.30470084
2.556,-23.57422802,-23.04080611,-22.71977134,-22.58190878,-22.55840619,-22.53436302,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062,-22.5140062
2.562,-23.72261593,-23.21450187,-22.91985811,-22.78820195,-22.76731474,-22.74514158,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585,-22.72563585
2.568,-23.8668145,-23.3863267,-23.12066008,-22.99596225,-22.97796266,-22.95785675,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365,-22.93931365
2.574,-24.00612858,-23.55565267,-23.3217071,-23.2047935,-23.18998051,-23.17215584,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927,-23.15469927
2.58,-24.13982005,-23.72178444,-23.52244916,-23.41422314,-23.40292332,-23.38761124,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826,-23.37137826
2.586,-24.26711201,-23.88395753,-23.72224772,-23.62369229,-23.61626017,-23.60370961,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118,-23.58885118
2.592,-24.38719455,-24.04133805,-23.92036704,-23.83254534,-23.82936303,-23.81984032,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183,-23.80652183
2.598,-24.49923212,-24.19302431,-24.11596596,-24.04001936,-24.04149508,-24.03528323,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472,-24.02368472
2.604,-24.60237257,-24.33805068,-24.30809073,-24.24523368,-24.25179909,-24.24919622,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216,-24.23951216
2.61,-24.69575745,-24.47539401,-24.49566949,-24.44718037,-24.45928613,-24.46060294,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151,-24.45304151
2.616,-24.77853344,-24.6039832,-24.67750932,-24.64471624,-24.66282563,-24.66838162,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311,-24.66316311
2.622,-24.84986412,-24.72271188,-24.85229668,-24.83655736,-24.86113748,-24.87125573,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101,-24.8686101
2.628,-24.90894123,-24.8304543,-25.01860249,-25.02127743,-25.05278769,-25.06778786,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114,-25.06795114
2.634,-24.9549944,-24.92608432,-25.17489261,-25.19731096,-25.2361887,-25.25637827,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754,-25.25958754
2.64,-24.98729774,-25.00849677,-25.3195449,-25.36296294,-25.40960609,-25.43526957,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656,-25.44175656
2.646,-25.00517142,-25.07663041,-25.45087315,-25.51642593,-25.57117294,-25.60255935,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247,-25.61254247
2.652,-25.00797595,-25.12949099,-25.56715801,-25.65580556,-25.71891323,-25.75622204,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696,-25.76989696
2.658,-24.99509625,-25.16617296,-25.66668405,-25.77915446,-25.85077469,-25.89414085,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995,-25.91166995
2.664,-24.9659116,-25.18587738,-25.74778109,-25.88451382,-25.96467066,-26.01414972,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508,-26.0356508
2.67,-24.91974697,-25.18792403,-25.80886669,-25.96996029,-26.05852914,-26.11408354,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854,-26.13961854
2.676,-24.85579935,-25.17175479,-25.84848543,-26.03365424,-26.13034512,-26.1918331,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786,-26.22139786
2.682,-24.77303231,-25.13692555,-25.86533926,-26.07388339,-26.17823042,-26.24539896,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482,-26.27891482
2.688,-24.67003277,-25.08308312,-25.85830184,-26.08909418,-26.20045262,-26.27293558,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244,-26.310244
2.694,-24.54483254,-25.00992307,-25.82640876,-26.07790062,-26.19545239,-26.27277482,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566,-26.31363566
2.7,-24.3947264,-24.91712236,-25.76881342,-26.03905843,-26.16182575,-26.24341442,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833,-26.28750833
2.706,-24.21620303,-24.80423749,-25.68469543,-25.97138834,-26.09825401,-26.1834537,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832,-26.23038832
2.712,-24.0053093,-24.67055284,-25.57310219,-25.87362639,-26.00335775,-26.09145209,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133,-26.14077133
2.718,-23.75917476,-24.51485341,-25.43269241,-25.74416657,-25.87543925,-25.96567433,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907,-26.01686907
2.724,-23.47988825,-24.33507841,-25.26132761,-25.58063792,-25.71205423,-25.80366287,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102,-25.85618102
2.73,-23.1812638,-24.12778739,-25.05541679,-25.37921442,-25.50931026,-25.60153448,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732,-25.65478732
2.736,-22.89434639,-23.88734784,-24.80885604,-25.13348432,-25.26071696,-25.35282413,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418,-25.40618418
2.742,-22.65975688,-23.60481068,-24.51134998,-24.83262715,-24.955333,-25.04661272,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423,-25.09939423
